language	iso_code	concept	global_id	local_id	asjp	cogid	tokens	notes
AGUACATEC	agu	this	1214	4	e7x	11	e 7 x	
TECO_TECTITAN	ttc	this	1214	4	axa ncani	12	a x a _ n c a n i	
MAM_NORTHERN	mam	this	1214	4	lu7	13	l u 7	
SIPAKAPENSE	qum	this	1214	4	wa7	3	w a 7	
SACAPULTECO_SACAPULAS_CENTRO	quv	this	1214	4	ri7	4	r i 7	
CENTRAL_QUICHE	quc	this	1214	4	we ri7	5	w e _ r i 7	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	this	1214	4	re7	4	r e 7	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	this	1214	4	xawari7	5	x a w a r i 7	
POQOMCHI_WESTERN	pob	this	1214	4	re7wili	5	r e 7 w i l i	
POCOMAM_EASTERN	poa	this	1214	4	riyu7	14	r i y u 7	
USPANTEKO	usp	this	1214	4	ri	4	r i	
EASTERN_KEKCHI_CAHABON	kek	this	1214	4	ha7in	6	h a 7 i n	
ZINACANTAN_TZOTZIL	tzz	this	1214	4	li7	4	l i 7	
TZELTAL_BACHAJON	tzb	this	1214	4	ha7 ini	6	h a 7 _ i n i	also: ini
CHOL_TUMBALA	ctu	this	1214	4	hini	7	h i n i	
CHONTAL_TABASCO	chf	this	1214	4	hindi	7	h i n d i	also: ni
CHORTI	caa	this	1214	4	ira	8	i r a	
ITZAJ	itz	this	1214	4	ahelah	8	a h e l a h	
MOPAN	mop	this	1214	4	"le7ek ad""a7a"	8	"l e 7 e k _ a d"" a 7 a"	
MAYA_YUCATAN	yua	this	1214	4	lela7	8	l e l a 7	
LACANDON	lac	this	1214	4	te7ra7	8	t e 7 r a 7	also: he7
HUASTEC	hva	that	78	5	niSe7	6	n i S e 7	also: niS
TOJOLABAL	toj	that	78	5	tan	7	t a n	also: xaw
CHUJ	cnm	that	78	5	xun Ca	8	x u n _ C a	
JACALTEC	jai	that	78	5	tu7	9	t u 7	
QANJOBAL_SANTA_EULALIA	kjb	that	78	5	xuntu	1	x u n t u	
ACATECO_SAN_MIGUEL_ACATAN	knj	that	78	5	hu7untu7	1	h u 7 u n t u 7	
IXIL_CHAJUL	ixj	that	78	5	uwa7e	10	u w a 7 e	
AGUACATEC	agu	that	78	5	ac	2	a c	
TECO_TECTITAN	ttc	that	78	5	axnini	11	a x n i n i	
MAM_NORTHERN	mam	that	78	5	CiS	12	C i S	
SIPAKAPENSE	qum	that	78	5	la7	2	l a 7	
SACAPULTECO_SACAPULAS_CENTRO	quv	that	78	5	la7	2	l a 7	
CENTRAL_QUICHE	quc	that	78	5	le7	2	l e 7	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	that	78	5	la7	2	l a 7	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	that	78	5	xa7	5	x a 7	
POQOMCHI_WESTERN	pob	that	78	5	re7re7re7	3	r e 7 r e 7 r e 7	also: re7wulu7
POCOMAM_EASTERN	poa	that	78	5	rere7	3	r e r e 7	also: loho7
USPANTEKO	usp	that	78	5	re	3	r e	
EASTERN_KEKCHI_CAHABON	kek	that	78	5	ha7an	13	h a 7 a n	
ZINACANTAN_TZOTZIL	tzz	that	78	5	ti	14	t i	also: tah
TZELTAL_BACHAJON	tzb	that	78	5	ha7 me ine	4	h a 7 _ m e _ i n e	
CHOL_TUMBALA	ctu	that	78	5	iSiyi	15	i S i y i	
CHONTAL_TABASCO	chf	that	78	5	hini	4	h i n i	
CHORTI	caa	that	78	5	yaxa7	5	y a x a 7	
ITZAJ	itz	that	78	5	aheloh	16	a h e l o h	
MOPAN	mop	that	78	5	le7ek	17	l e 7 e k	"also: le7ek ad""o7o"
MAYA_YUCATAN	yua	that	78	5	lelo7	18	l e l o 7	
LACANDON	lac	that	78	5	rah	19	r a h	
HUASTEC	hva	who	1235	6	hita7	7	h i t a 7	
TOJOLABAL	toj	who	1235	6	maC7	1	m a C 7	also: ma7
CHUJ	cnm	who	1235	6	maC	1	m a C	
JACALTEC	jai	who	1235	6	mak	2	m a k	
QANJOBAL_SANTA_EULALIA	kjb	who	1235	6	makTel	2	m a k T e l	also: maqTel
ACATECO_SAN_MIGUEL_ACATAN	knj	who	1235	6	maSTekel	5	m a S T e k e l	
IXIL_CHAJUL	ixj	who	1235	6	xal	8	x a l	
AGUACATEC	agu	who	1235	6	na7x	3	n a 7 x	
TECO_TECTITAN	ttc	who	1235	6	"ab""l"	9	"a b"" l"	
MAM_NORTHERN	mam	who	1235	6	alky~e	10	a l ky~ e	
SIPAKAPENSE	qum	who	1235	6	Cinaq	6	C i n a q	
SACAPULTECO_SACAPULAS_CENTRO	quv	who	1235	6	na	3	n a	
CENTRAL_QUICHE	quc	who	1235	6	xaCin	6	x a C i n	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	who	1235	6	aCike	11	a C i k e	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	who	1235	6	"naq k""ari7"	12	"n a q _ k"" a r i 7"	
POQOMCHI_WESTERN	pob	who	1235	6	hanwaC	4	h a n w a C	
POCOMAM_EASTERN	poa	who	1235	6	ha7 waC	4	h a 7 _ w a C	
USPANTEKO	usp	who	1235	6	nen	13	n e n	
EASTERN_KEKCHI_CAHABON	kek	who	1235	6	anih	14	a n i h	
ZINACANTAN_TZOTZIL	tzz	who	1235	6	"buC""u"	15	"b u C"" u"	"also: k""u Cal"
TZELTAL_BACHAJON	tzb	who	1235	6	"maC""a"	1	"m a C"" a"	
CHOL_TUMBALA	ctu	who	1235	6	maki	2	m a k i	also: maCki; s
CHONTAL_TABASCO	chf	who	1235	6	maCka	1	m a C k a	also: kaSka
CHORTI	caa	who	1235	6	Ci	16	C i	
ITZAJ	itz	who	1235	6	maS	5	m a S	
MOPAN	mop	who	1235	6	maki	2	m a k i	
MAYA_YUCATAN	yua	who	1235	6	maS	5	m a S	
LACANDON	lac	who	1235	6	mak	1	m a k	
HUASTEC	hva	what	1236	7	"hant""o"	7	"h a n t"" o"	
TOJOLABAL	toj	what	1236	7	xas	4	x a s	
CHUJ	cnm	what	1236	7	tas	8	t a s	
JACALTEC	jai	what	1236	7	cet	1	c e t	
QANJOBAL_SANTA_EULALIA	kjb	what	1236	7	cet yetal	1	c e t _ y e t a l	
ACATECO_SAN_MIGUEL_ACATAN	knj	what	1236	7	Tetal	9	T e t a l	
IXIL_CHAJUL	ixj	what	1236	7	kame	10	k a m e	
AGUACATEC	agu	what	1236	7	"mb""i"	11	"m b"" i"	
TECO_TECTITAN	ttc	what	1236	7	tidi7	2	t i d i 7	
MAM_NORTHERN	mam	what	1236	7	ti	2	t i	
SIPAKAPENSE	qum	what	1236	7	Ce	3	C e	
SACAPULTECO_SACAPULAS_CENTRO	quv	what	1236	7	Ce	3	C e	
CENTRAL_QUICHE	quc	what	1236	7	xas	4	x a s	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	what	1236	7	aCike	12	a C i k e	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	what	1236	7	naq	13	n a q	
POQOMCHI_WESTERN	pob	what	1236	7	"Caxb""i"	14	"C a x b"" i"	
POCOMAM_EASTERN	poa	what	1236	7	hila7	15	h i l a 7	
USPANTEKO	usp	what	1236	7	nen	16	n e n	
EASTERN_KEKCHI_CAHABON	kek	what	1236	7	"k""aruh"	17	"k"" a r u h"	
ZINACANTAN_TZOTZIL	tzz	what	1236	7	"k""u"	5	"k"" u"	
TZELTAL_BACHAJON	tzb	what	1236	7	bin a	18	b i n _ a	also: binti a
CHOL_TUMBALA	ctu	what	1236	7	Cuki	19	C u k i	
CHONTAL_TABASCO	chf	what	1236	7	kw~a7	20	kw~ a 7	also: ke
CHORTI	caa	what	1236	7	"tuk""a"	21	"t u k"" a"	
ITZAJ	itz	what	1236	7	ba7aS	6	b a 7 a S	
MOPAN	mop	what	1236	7	"k""u7i"	5	"k"" u 7 i"	
MAYA_YUCATAN	yua	what	1236	7	"b""a7aS"	6	"b"" a 7 a S"	"also: b""a7an"
LACANDON	lac	what	1236	7	ba7	6	b a 7	
HUASTEC	hva	not	1240	8	iba	7	i b a	also: yab
TOJOLABAL	toj	not	1240	8	mi	2	m i	also: mok
CHUJ	cnm	not	1240	8	ma	5	m a	
MOCHO	mhc	not	1240	8	mo7	4	m o 7	
JACALTEC	jai	not	1240	8	mat	8	m a t	
QANJOBAL_SANTA_EULALIA	kjb	not	1240	8	man	1	m a n	"also: k""am"
ACATECO_SAN_MIGUEL_ACATAN	knj	not	1240	8	man	1	m a n	"also: k""am"
IXIL_CHAJUL	ixj	not	1240	8	ye7	9	y e 7	
AGUACATEC	agu	not	1240	8	kil	10	k i l	
TECO_TECTITAN	ttc	not	1240	8	ny~aT	11	ny~ a T	
MAM_NORTHERN	mam	not	1240	8	mi	2	m i	
SIPAKAPENSE	qum	not	1240	8	qa	12	q a	
SACAPULTECO_SACAPULAS_CENTRO	quv	not	1240	8	tax	13	t a x	
CENTRAL_QUICHE	quc	not	1240	8	man tax	3	m a n _ t a x	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	not	1240	8	manta	3	m a n t a	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	not	1240	8	mata	3	m a t a	
POQOMCHI_WESTERN	pob	not	1240	8	ma7	4	m a 7	
POCOMAM_EASTERN	poa	not	1240	8	ma	5	m a	
USPANTEKO	usp	not	1240	8	ma	5	m a	also: ma7
EASTERN_KEKCHI_CAHABON	kek	not	1240	8	ma	5	m a	
ZINACANTAN_TZOTZIL	tzz	not	1240	8	mu	5	m u	
TZELTAL_BACHAJON	tzb	not	1240	8	ma7uk	4	m a 7 u k	also: manCuk
CHOL_TUMBALA	ctu	not	1240	8	ma7an	4	m a 7 a n	
CHONTAL_TABASCO	chf	not	1240	8	maC	6	m a C	
CHORTI	caa	not	1240	8	ma7Ci	6	m a 7 C i	
ITZAJ	itz	not	1240	8	ma	5	m a	also: miS
MOPAN	mop	not	1240	8	ma7	4	m a 7	
MAYA_YUCATAN	yua	not	1240	8	ma7	4	m a 7	
LACANDON	lac	not	1240	8	m3na7	5	m 3 n a 7	
HUASTEC	hva	all	98	9	tala7	5	t a l a 7	also: patal
TOJOLABAL	toj	all	98	9	specanil	6	s p e c a n i l	also: snolanal
CHUJ	cnm	all	98	9	smasnil	1	s m a s n i l	
MOCHO	mhc	all	98	9	hunaN	7	h u n a N	
JACALTEC	jai	all	98	9	sunil	8	s u n i l	
QANJOBAL_SANTA_EULALIA	kjb	all	98	9	masanil	1	m a s a n i l	
ACATECO_SAN_MIGUEL_ACATAN	knj	all	98	9	smasanil	1	s m a s a n i l	
IXIL_CHAJUL	ixj	all	98	9	kaqayil	2	k a q a y i l	
AGUACATEC	agu	all	98	9	tirkun	9	t i r k u n	
TECO_TECTITAN	ttc	all	98	9	tky~aqil	2	t ky~ a q i l	
MAM_NORTHERN	mam	all	98	9	ky~ky~aqil	2	ky~ ky~ a q i l	
SIPAKAPENSE	qum	all	98	9	nxel	3	n x e l	
SACAPULTECO_SACAPULAS_CENTRO	quv	all	98	9	ranaxel	3	r a n a x e l	
CENTRAL_QUICHE	quc	all	98	9	konoxel	3	k o n o x e l	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	all	98	9	noxel	3	n o x e l	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	all	98	9	ronoxel	3	r o n o x e l	
POQOMCHI_WESTERN	pob	all	98	9	CinCel	10	C i n C e l	
POCOMAM_EASTERN	poa	all	98	9	intier	11	i n t i e r	
USPANTEKO	usp	all	98	9	ronoxel	3	r o n o x e l	
EASTERN_KEKCHI_CAHABON	kek	all	98	9	Cixunil	12	C i x u n i l	
ZINACANTAN_TZOTZIL	tzz	all	98	9	kotol	13	k o t o l	also: labal
TZELTAL_BACHAJON	tzb	all	98	9	spisil	14	s p i s i l	
CHONTAL_TABASCO	chf	all	98	9	upete	15	u p e t e	
CHORTI	caa	all	98	9	tunor	16	t u n o r	
ITZAJ	itz	all	98	9	lah	17	l a h	
MOPAN	mop	all	98	9	tulakal	4	t u l a k a l	
MAYA_YUCATAN	yua	all	98	9	lah	4	l a h	also: tulakal
LACANDON	lac	all	98	9	puri7	18	p u r i 7	also: ukotor
HUASTEC	hva	many	1198	10	yan	1	y a n	also: yantalam
CHICOMUCELTEC	cob	many	1198	10	yan	1	y a n	
TOJOLABAL	toj	many	1198	10	xel	5	x e l	also: xican
CHUJ	cnm	many	1198	10	niwan	6	n i w a n	
MOCHO	mhc	many	1198	10	"k""ehan"	3	"k"" e h a n"	"also: k""ihan"
JACALTEC	jai	many	1198	10	"cetk""a"	7	"c e t k"" a"	
QANJOBAL_SANTA_EULALIA	kjb	many	1198	10	Siwil	8	S i w i l	
ACATECO_SAN_MIGUEL_ACATAN	knj	many	1198	10	miman taS	9	m i m a n _ t a S	
IXIL_CHAJUL	ixj	many	1198	10	nim	2	n i m	
AGUACATEC	agu	many	1198	10	ala7	10	a l a 7	
TECO_TECTITAN	ttc	many	1198	10	nim	2	n i m	
MAM_NORTHERN	mam	many	1198	10	nimku	2	n i m k u	
SIPAKAPENSE	qum	many	1198	10	"k""iy"	3	"k"" i y"	
SACAPULTECO_SACAPULAS_CENTRO	quv	many	1198	10	"k""iy"	3	"k"" i y"	
CENTRAL_QUICHE	quc	many	1198	10	"k""i"	3	"k"" i"	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	many	1198	10	"k""iy"	3	"k"" i y"	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	many	1198	10	"k""iy"	3	"k"" i y"	
POQOMCHI_WESTERN	pob	many	1198	10	"k""ih"	3	"k"" i h"	
POCOMAM_EASTERN	poa	many	1198	10	kongan	11	k o n g a n	
USPANTEKO	usp	many	1198	10	"k""i"	3	"k"" i"	"also: k""iy"
EASTERN_KEKCHI_CAHABON	kek	many	1198	10	"nab""al"	12	"n a b"" a l"	
ZINACANTAN_TZOTZIL	tzz	many	1198	10	ep	13	e p	
TZELTAL_BACHAJON	tzb	many	1198	10	bayel	14	b a y e l	also: ipal
CHOL_TUMBALA	ctu	many	1198	10	"bak""3l"	15	"b a k"" 3 l"	
CHONTAL_TABASCO	chf	many	1198	10	"k""en"	16	"k"" e n"	
CHORTI	caa	many	1198	10	"imp""on"	17	"i m p"" o n"	
ITZAJ	itz	many	1198	10	yab	4	y a b	
MOPAN	mop	many	1198	10	yab	4	y a b	
MAYA_YUCATAN	yua	many	1198	10	"ya7ab"""	4	"y a 7 a b"""	
LACANDON	lac	many	1198	10	yab	4	y a b	also: neh
HUASTEC	hva	one	1493	11	hun	1	h u n	
CHICOMUCELTEC	cob	one	1493	11	hun	1	h u n	
TOJOLABAL	toj	one	1493	11	xune	1	x u n e	
CHUJ	cnm	one	1493	11	xun	1	x u n	
MOCHO	mhc	one	1493	11	hun	1	h u n	
JACALTEC	jai	one	1493	11	hun	1	h u n	
QANJOBAL_SANTA_EULALIA	kjb	one	1493	11	xun	1	x u n	
ACATECO_SAN_MIGUEL_ACATAN	knj	one	1493	11	hun	1	h u n	
IXIL_CHAJUL	ixj	one	1493	11	wal	2	w a l	
AGUACATEC	agu	one	1493	11	xun	1	x u n	
TECO_TECTITAN	ttc	one	1493	11	xun	1	x u n	
MAM_NORTHERN	mam	one	1493	11	xun	1	x u n	
SIPAKAPENSE	qum	one	1493	11	xun	1	x u n	
SACAPULTECO_SACAPULAS_CENTRO	quv	one	1493	11	xun	1	x u n	
CENTRAL_QUICHE	quc	one	1493	11	xun	1	x u n	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	one	1493	11	xun	1	x u n	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	one	1493	11	xun	1	x u n	
POQOMCHI_WESTERN	pob	one	1493	11	xinax	1	x i n a x	
POCOMAM_EASTERN	poa	one	1493	11	xanax	1	x a n a x	
USPANTEKO	usp	one	1493	11	xun	1	x u n	
EASTERN_KEKCHI_CAHABON	kek	one	1493	11	xun	1	x u n	
ZINACANTAN_TZOTZIL	tzz	one	1493	11	hun	1	h u n	
TZELTAL_BACHAJON	tzb	one	1493	11	xun	1	x u n	
CHOL_TUMBALA	ctu	one	1493	11	xum	1	x u m	
CHONTAL_TABASCO	chf	one	1493	11	un	1	u n	
CHORTI	caa	one	1493	11	in	1	i n	
ITZAJ	itz	one	1493	11	hun	1	h u n	also: hum
MOPAN	mop	one	1493	11	xuntul	1	x u n t u l	
MAYA_YUCATAN	yua	one	1493	11	hun	1	h u n	
LACANDON	lac	one	1493	11	turi7	3	t u r i 7	
HUASTEC	hva	two	1498	12	cab	1	c a b	
CHICOMUCELTEC	cob	two	1498	12	Cateew	1	C a t ee w	
TOJOLABAL	toj	two	1498	12	"Cab"""	1	"C a b"""	
CHUJ	cnm	two	1498	12	Ca7ab	1	C a 7 a b	
MOCHO	mhc	two	1498	12	"kab"""	1	"k a b"""	also: ka7
JACALTEC	jai	two	1498	12	kap	1	k a p	
QANJOBAL_SANTA_EULALIA	kjb	two	1498	12	"kab"""	1	"k a b"""	
ACATECO_SAN_MIGUEL_ACATAN	knj	two	1498	12	"kab"""	1	"k a b"""	
IXIL_CHAJUL	ixj	two	1498	12	kawal	1	k a w a l	
AGUACATEC	agu	two	1498	12	kob	1	k o b	
TECO_TECTITAN	ttc	two	1498	12	"kab""e"	1	"k a b"" e"	
MAM_NORTHERN	mam	two	1498	12	kab	1	k a b	
SIPAKAPENSE	qum	two	1498	12	"k""y~eb"""	1	"k""y~ e b"""	
SACAPULTECO_SACAPULAS_CENTRO	quv	two	1498	12	"ki7ab"""	1	"k i 7 a b"""	
CENTRAL_QUICHE	quc	two	1498	12	"kieb"""	1	"k i e b"""	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	two	1498	12	ka7i7	1	k a 7 i 7	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	two	1498	12	ka7i7	1	k a 7 i 7	
POQOMCHI_WESTERN	pob	two	1498	12	"kib"""	1	"k i b"""	
POCOMAM_EASTERN	poa	two	1498	12	ki7im7	1	k i 7 i m 7	
USPANTEKO	usp	two	1498	12	"kib"""	1	"k i b"""	
EASTERN_KEKCHI_CAHABON	kek	two	1498	12	"ka7ib"""	1	"k a 7 i b"""	
ZINACANTAN_TZOTZIL	tzz	two	1498	12	Ca7	1	C a 7	
TZELTAL_BACHAJON	tzb	two	1498	12	Ceb	1	C e b	
CHOL_TUMBALA	ctu	two	1498	12	Ca7	1	C a 7	
CHONTAL_TABASCO	chf	two	1498	12	Ca7	1	C a 7	
CHORTI	caa	two	1498	12	Ca7	1	C a 7	
ITZAJ	itz	two	1498	12	ka	1	k a	
MOPAN	mop	two	1498	12	ka7tul	1	k a 7 t u l	
MAYA_YUCATAN	yua	two	1498	12	ka7a	1	k a 7 a	
LACANDON	lac	two	1498	12	ka7	1	k a 7	
HUASTEC	hva	big	1202	13	pak8a7	6	p a k 8 a 7	
CHICOMUCELTEC	cob	big	1202	13	yeheliC	7	y e h e l i C	also: pulik
TOJOLABAL	toj	big	1202	13	niwan	1	n i w a n	also: naxat
CHUJ	cnm	big	1202	13	niwkil	1	n i w k i l	
MOCHO	mhc	big	1202	13	man	8	m a n	also: maq
JACALTEC	jai	big	1202	13	nim	2	n i m	
QANJOBAL_SANTA_EULALIA	kjb	big	1202	13	miman	3	m i m a n	
ACATECO_SAN_MIGUEL_ACATAN	knj	big	1202	13	miman	3	m i m a n	
IXIL_CHAJUL	ixj	big	1202	13	nim	2	n i m	
AGUACATEC	agu	big	1202	13	nim	2	n i m	
TECO_TECTITAN	ttc	big	1202	13	nim	2	n i m	
MAM_NORTHERN	mam	big	1202	13	ma7	9	m a 7	
SIPAKAPENSE	qum	big	1202	13	nim	2	n i m	
SACAPULTECO_SACAPULAS_CENTRO	quv	big	1202	13	nim	2	n i m	
CENTRAL_QUICHE	quc	big	1202	13	nim	2	n i m	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	big	1202	13	tix	10	t i x	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	big	1202	13	nim	2	n i m	
POQOMCHI_WESTERN	pob	big	1202	13	nim	2	n i m	
POCOMAM_EASTERN	poa	big	1202	13	nim	2	n i m	
USPANTEKO	usp	big	1202	13	nim	2	n i m	
EASTERN_KEKCHI_CAHABON	kek	big	1202	13	nim	2	n i m	
ZINACANTAN_TZOTZIL	tzz	big	1202	13	"muk"""	11	"m u k"""	
TZELTAL_BACHAJON	tzb	big	1202	13	niwak	1	n i w a k	"also: muk"""
CHOL_TUMBALA	ctu	big	1202	13	5oh	4	5 o h	also: kolem
CHONTAL_TABASCO	chf	big	1202	13	noh	4	n o h	
CHORTI	caa	big	1202	13	nota	4	n o t a	
ITZAJ	itz	big	1202	13	noh	4	n o h	also: nohoC
MOPAN	mop	big	1202	13	noC	5	n o C	
MAYA_YUCATAN	yua	big	1202	13	nohoC	5	n o h o C	
LACANDON	lac	big	1202	13	kaem	12	k a e m	
HUASTEC	hva	long	1203	14	nakat	1	n a k a t	also: nak8a7
CHICOMUCELTEC	cob	long	1203	14	nakat	1	n a k a t	
TOJOLABAL	toj	long	1203	14	naxat	2	n a x a t	
CHUJ	cnm	long	1203	14	nat	2	n a t	
