language	iso_code	concept	global_id	local_id	asjp	cogid	tokens	notes
MUNDARI	unr	who	1235	6	okoy	8	o k o y	
JEH	jeh	what	1236	7	5ai	1	5 a i	
BAHNAR	bdq	what	1236	7	ki3	2	k i 3	
CHRAU	crw	what	1236	7	paC n7hy~a	3	p a C _ n 7 hy~ a	also: mo7
VIETNAMESE	vie	what	1236	7	kai gi	2	k a i _ g i	
RUC	scb	what	1236	7	Cam3	4	C a m 3	
MON	mnw	what	1236	7	nu	5	n u	
NYAKUR	cbn	what	1236	7	mo7	4	m o 7	
KHMER	khm	what	1236	7	evi	6	e v i	
KUI_THAILAND	kdt	what	1236	7	na	5	n a	
SEMAI	sea	what	1236	7	mah	4	m a h	
WA	wbm	what	1236	7	pati7	8	p a t i 7	
DEANG	pce	what	1236	7	se muh	4	s e _ m u h	
KHMU	kjg	what	1236	7	m3h	4	m 3 h	
KSINMUL	puo	what	1236	7	h3lmoh	4	h 3 l m o h	
MUNDARI	unr	what	1236	7	Ca na	10	C a _ n a	
BAHNAR	bdq	no	1269	8	3h	1	3 h	
CHRAU	crw	no	1269	8	sun	1	s u n	also: daN
VIETNAMESE	vie	no	1269	8	kx~oN	2	kx~ o N	
RUC	scb	no	1269	8	vaN	3	v a N	
MON	mnw	no	1269	8	ha	4	h a	also: hw~a
NYAKUR	cbn	no	1269	8	ku	10	k u	
KHMER	khm	no	1269	8	min	5	m i n	
SEMAI	sea	no	1269	8	pE7	6	p E 7	
WA	wbm	no	1269	8	aN	7	a N	
KHASI	kha	no	1269	8	em	8	e m	
MUNDARI	unr	no	1269	8	ka	9	k a	
MON	mnw	all	98	9	pa7uit	3	p a 7 u i t	
KHMER	khm	all	98	9	tamN	1	t a m N	
KUI_THAILAND	kdt	all	98	9	ai th~e	4	a i _ th~ e	
SEMAI	sea	all	98	9	diC	5	d i C	
DEANG	pce	all	98	9	dvi7	6	d v i 7	
KHMU	kjg	all	98	9	ku	7	k u	
KHASI	kha	all	98	9	baroh	9	b a r o h	
JEH	jeh	many	1198	10	k3dram	1	k 3 d r a m	
BAHNAR	bdq	many	1198	10	th~3r	2	th~ 3 r	
CHRAU	crw	many	1198	10	go7	3	g o 7	
VIETNAMESE	vie	many	1198	10	5ieu	4	5 i e u	
RUC	scb	many	1198	10	5iw	4	5 i w	
MON	mnw	many	1198	10	gluiN	5	g l u i N	
NYAKUR	cbn	many	1198	10	kh~l3N	5	kh~ l 3 N	
KHMER	khm	many	1198	10	Cr~a3n	6	Cr~ a 3 n	
KUI_THAILAND	kdt	many	1198	10	dal	7	d a l	
SEMAI	sea	many	1198	10	Z7~oy	8	Z7~ o y	
WA	wbm	many	1198	10	hun	9	h u n	
DEANG	pce	many	1198	10	mh~blam	1	mh~ b l a m	
KHMU	kjg	many	1198	10	k3	10	k 3	
KSINMUL	puo	many	1198	10	gay	10	g a y	
KHASI	kha	many	1198	10	bun	11	b u n	
JEH	jeh	one	1493	11	mui	1	m u i	
BAHNAR	bdq	one	1493	11	mo5	1	m o 5	
CHRAU	crw	one	1493	11	muoi	1	m u o i	also: du
VIETNAMESE	vie	one	1493	11	mot	1	m o t	
RUC	scb	one	1493	11	moiC	1	m o i C	
MON	mnw	one	1493	11	mw~ay	1	mw~ a y	
NYAKUR	cbn	one	1493	11	mu3y	1	m u 3 y	
KHMER	khm	one	1493	11	muey	1	m u e y	
KUI_THAILAND	kdt	one	1493	11	mui	1	m u i	
SEMAI	sea	one	1493	11	nan37	2	n a n 3 7	
KHMU	kjg	one	1493	11	moy	1	m o y	
KHASI	kha	one	1493	11	wei	4	w e i	
MUNDARI	unr	one	1493	11	miyod	1	m i y o d	
JEH	jeh	two	1498	12	bal	1	b a l	
BAHNAR	bdq	two	1498	12	bar	1	b a r	
CHRAU	crw	two	1498	12	var	1	v a r	
VIETNAMESE	vie	two	1498	12	hai	1	h a i	
RUC	scb	two	1498	12	hal	1	h a l	
MON	mnw	two	1498	12	ba	1	b a	
NYAKUR	cbn	two	1498	12	bar	1	b a r	
KHMER	khm	two	1498	12	bir	1	b i r	
KUI_THAILAND	kdt	two	1498	12	bia	1	b i a	
SEMAI	sea	two	1498	12	nar	1	n a r	
WA	wbm	two	1498	12	ra	1	r a	
KHMU	kjg	two	1498	12	par	1	p a r	
KHASI	kha	two	1498	12	ar	1	a r	
MUNDARI	unr	two	1498	12	bar	1	b a r	
JEH	jeh	big	1202	13	tih	1	t i h	
BAHNAR	bdq	big	1202	13	tih	1	t i h	
CHRAU	crw	big	1202	13	ma7	2	m a 7	
VIETNAMESE	vie	big	1202	13	lon	3	l o n	
RUC	scb	big	1202	13	m3am	4	m 3 a m	
MON	mnw	big	1202	13	Znok	12	Z n o k	
NYAKUR	cbn	big	1202	13	3tol	5	3 t o l	
KHMER	khm	big	1202	13	dh~om	6	dh~ o m	
KUI_THAILAND	kdt	big	1202	13	ph~3t	7	ph~ 3 t	
SEMAI	sea	big	1202	13	nt~oy	5	nt~ o y	
WA	wbm	big	1202	13	tiN	8	t i N	
DEANG	pce	big	1202	13	daN	13	d a N	
KHMU	kjg	big	1202	13	nam	9	n a m	
KSINMUL	puo	big	1202	13	do	5	d o	
KHASI	kha	big	1202	13	kh~raw	10	kh~ r a w	
MUNDARI	unr	big	1202	13	maraN	11	m a r a N	
JEH	jeh	long	1203	14	proih	1	p r o i h	
BAHNAR	bdq	long	1203	14	keZuN	2	k e Z u N	
CHRAU	crw	long	1203	14	joN	2	j o N	
VIETNAMESE	vie	long	1203	14	Zai	3	Z a i	
RUC	scb	long	1203	14	yal	3	y a l	
MON	mnw	long	1203	14	ZliN	2	Z l i N	
NYAKUR	cbn	long	1203	14	kh~li5	2	kh~ l i 5	
KHMER	khm	long	1203	14	vEN	4	v E N	
KUI_THAILAND	kdt	long	1203	14	nth$r3N	2	nth$ r 3 N	
SEMAI	sea	long	1203	14	Cr3kN	2	C r 3 k N	
WA	wbm	long	1203	14	laN	2	l a N	
DEANG	pce	long	1203	14	doN	2	d o N	
KHMU	kjg	long	1203	14	waN	5	w a N	
KSINMUL	puo	long	1203	14	3loN	2	3 l o N	
KHASI	kha	long	1203	14	ZeroN	2	Z e r o N	
MUNDARI	unr	long	1203	14	ZiliN	2	Z i l i N	
JEH	jeh	small	1246	15	t3si	1	t 3 s i	
CHRAU	crw	small	1246	15	ken	3	k e n	
VIETNAMESE	vie	small	1246	15	5o	4	5 o	
RUC	scb	small	1246	15	dEdE	5	d E d E	
MON	mnw	small	1246	15	5i	4	5 i	
NYAKUR	cbn	small	1246	15	nd~iC	6	nd~ i C	
KHMER	khm	small	1246	15	tuC	6	t u C	
KUI_THAILAND	kdt	small	1246	15	kEt	7	k E t	
SEMAI	sea	small	1246	15	maCo*t	8	m a C o* t	
WA	wbm	small	1246	15	iak	9	i a k	
DEANG	pce	small	1246	15	diat	6	d i a t	
KHMU	kjg	small	1246	15	nE	4	n E	
KSINMUL	puo	small	1246	15	nek	10	n e k	
KHASI	kha	small	1246	15	rit	11	r i t	
MUNDARI	unr	small	1246	15	kuniN	12	k u n i N	
BAHNAR	bdq	woman	962	16	drakan	1	d r a k a n	
MON	mnw	woman	962	16	brau	3	b r a u	
NYAKUR	cbn	woman	962	16	ph~3ph~raw	3	ph~ 3 ph~ r a w	
KUI_THAILAND	kdt	woman	962	16	kuik3pai	4	k u i k 3 p a i	
SEMAI	sea	woman	962	16	krdor	5	k r d o r	
WA	wbm	woman	962	16	bun	6	b u n	
DEANG	pce	woman	962	16	i pon	6	i _ p o n	
KHMU	kjg	woman	962	16	C3mk3n	1	C 3 m k 3 n	
KHASI	kha	woman	962	16	briw	3	b r i w	
MUNDARI	unr	woman	962	16	kuri	9	k u r i	
BAHNAR	bdq	man	1554	17	droNlo	1	d r o N l o	
MON	mnw	man	1554	17	tru7	3	t r u 7	
NYAKUR	cbn	man	1554	17	tuytruZ	3	t u y t r u Z	
KUI_THAILAND	kdt	man	1554	17	kui th~ol	4	k u i _ th~ o l	
SEMAI	sea	man	1554	17	kral	5	k r a l	
WA	wbm	man	1554	17	sime7	6	s i m e 7	
DEANG	pce	man	1554	17	mai	6	m a i	
KHASI	kha	man	1554	17	ai briw	3	a i _ b r i w	
MUNDARI	unr	man	1554	17	kora	7	k o r a	
JEH	jeh	person	683	18	m3Nai	1	m 3 N a i	
BAHNAR	bdq	person	683	18	b3Nai	1	b 3 N a i	
CHRAU	crw	person	683	18	tamun	2	t a m u n	
VIETNAMESE	vie	person	683	18	Nuoi	1	N u o i	
RUC	scb	person	683	18	Nay	1	N a y	
KUI_THAILAND	kdt	person	683	18	kui	3	k u i	
SEMAI	sea	person	683	18	sn7~oy	1	s n7~ o y	
WA	wbm	person	683	18	pui	4	p u i	
DEANG	pce	person	683	18	to i	5	t o _ i	
KHMU	kjg	person	683	18	k3mmu	6	k 3 mm u	
KSINMUL	puo	person	683	18	ksiN	7	k s i N	
KHASI	kha	person	683	18	briw	8	b r i w	
MUNDARI	unr	person	683	18	horo	9	h o r o	
JEH	jeh	fish	227	19	ka	1	k a	
BAHNAR	bdq	fish	227	19	ka	1	k a	
CHRAU	crw	fish	227	19	ka	1	k a	
VIETNAMESE	vie	fish	227	19	ka	1	k a	
RUC	scb	fish	227	19	aka	1	a k a	
MON	mnw	fish	227	19	ka	1	k a	
NYAKUR	cbn	fish	227	19	ka7	1	k a 7	
KHMER	khm	fish	227	19	tr~i	2	tr~ i	
KUI_THAILAND	kdt	fish	227	19	ka	1	k a	
SEMAI	sea	fish	227	19	ka7	1	k a 7	
WA	wbm	fish	227	19	ka7	1	k a 7	
DEANG	pce	fish	227	19	ka	1	k a	
KHMU	kjg	fish	227	19	ka	1	k a	
KSINMUL	puo	fish	227	19	ka	1	k a	
KHASI	kha	fish	227	19	dohkh~a	1	d o h kh~ a	
MUNDARI	unr	fish	227	19	hai	1	h a i	
JEH	jeh	bird	937	20	Cim	1	C i m	
BAHNAR	bdq	bird	937	20	s3m	1	s 3 m	
CHRAU	crw	bird	937	20	sum	1	s u m	
VIETNAMESE	vie	bird	937	20	tim	1	t i m	
RUC	scb	bird	937	20	iCim	1	i C i m	
MON	mnw	bird	937	20	gaCem	1	g a C e m	
NYAKUR	cbn	bird	937	20	5Ci3m	1	5 C i 3 m	
KHMER	khm	bird	937	20	sat slap	2	s a t _ s l a p	
KUI_THAILAND	kdt	bird	937	20	CEml	1	C E m l	
SEMAI	sea	bird	937	20	CEpm~	1	C E pm~	
WA	wbm	bird	937	20	sim	1	s i m	
DEANG	pce	bird	937	20	siN	1	s i N	
KHMU	kjg	bird	937	20	sim	1	s i m	
KSINMUL	puo	bird	937	20	Cem	1	C e m	
KHASI	kha	bird	937	20	sim	1	s i m	
JEH	jeh	dog	2009	21	Co	1	C o	
BAHNAR	bdq	dog	2009	21	ko	2	k o	
CHRAU	crw	dog	2009	21	so	1	s o	
VIETNAMESE	vie	dog	2009	21	to	1	t o	
RUC	scb	dog	2009	21	aCo	1	a C o	
MON	mnw	dog	2009	21	kluiw	3	k l u i w	
NYAKUR	cbn	dog	2009	21	Ch~ur	3	Ch~ u r	
KHMER	khm	dog	2009	21	Ch~3kE	2	Ch~ 3 k E	
KUI_THAILAND	kdt	dog	2009	21	Ca	1	C a	
SEMAI	sea	dog	2009	21	Co7	1	C o 7	
WA	wbm	dog	2009	21	so7	1	s o 7	
DEANG	pce	dog	2009	21	a7o7	5	a 7 o 7	
KHMU	kjg	dog	2009	21	so	1	s o	
KSINMUL	puo	dog	2009	21	ksew	1	k s e w	
KHASI	kha	dog	2009	21	ksew	1	k s e w	
MUNDARI	unr	dog	2009	21	seta	4	s e t a	
JEH	jeh	louse	1392	22	k3Cay	1	k 3 C a y	
BAHNAR	bdq	louse	1392	22	si	1	s i	
CHRAU	crw	louse	1392	22	si	1	s i	
VIETNAMESE	vie	louse	1392	22	ti	1	t i	
RUC	scb	louse	1392	22	Ci	1	C i	
MON	mnw	louse	1392	22	Cay	1	C a y	
NYAKUR	cbn	louse	1392	22	Cay	1	C a y	
KHMER	khm	louse	1392	22	Cay	1	C a y	
KUI_THAILAND	kdt	louse	1392	22	5CE7	1	5 C E 7	
SEMAI	sea	louse	1392	22	CE7	1	C E 7	
WA	wbm	louse	1392	22	si7	1	s i 7	
DEANG	pce	louse	1392	22	sai	1	s a i	
KHMU	kjg	louse	1392	22	se	1	s e	
KSINMUL	puo	louse	1392	22	cey	1	c e y	
KHASI	kha	louse	1392	22	ksi	1	k s i	
MUNDARI	unr	louse	1392	22	si ku	1	s i _ k u	
JEH	jeh	tree	906	23	loN	1	l o N	
BAHNAR	bdq	tree	906	23	loN	1	l o N	
CHRAU	crw	tree	906	23	Ch~o	2	Ch~ o	
VIETNAMESE	vie	tree	906	23	kay	3	k a y	
RUC	scb	tree	906	23	k3y	3	k 3 y	
MON	mnw	tree	906	23	Ch~u	2	Ch~ u	
NYAKUR	cbn	tree	906	23	Ch~u7	2	Ch~ u 7	
KHMER	khm	tree	906	23	ta3m Zh~a3	2	t a 3 m _ Zh~ a 3	
SEMAI	sea	tree	906	23	Zh~u7	2	Zh~ u 7	
WA	wbm	tree	906	23	kh~au7	2	kh~ a u 7	
DEANG	pce	tree	906	23	he	5	h e	
KHMU	kjg	tree	906	23	s37oN	6	s 3 7 o N	
KSINMUL	puo	tree	906	23	C37u3N	6	C 3 7 u 3 N	
KHASI	kha	tree	906	23	dieN	7	d i e N	
MUNDARI	unr	tree	906	23	daru	8	d a r u	
VIETNAMESE	vie	seed	714	24	hot	1	h o t	
RUC	scb	seed	714	24	kayaN	1	k a y a N	
KHMER	khm	seed	714	24	grap	2	g r a p	
KUI_THAILAND	kdt	seed	714	24	klaN	3	k l a N	
SEMAI	sea	seed	714	24	sip	4	s i p	
WA	wbm	seed	714	24	sok	5	s o k	
DEANG	pce	seed	714	24	kau	6	k a u	
KHMU	kjg	seed	714	24	p3liar	7	p 3 l i a r	
KHASI	kha	seed	714	24	sinai	8	s i n a i	
MUNDARI	unr	seed	714	24	hita	9	h i t a	
JEH	jeh	leaf	628	25	la	1	l a	
BAHNAR	bdq	leaf	628	25	hla	1	h l a	
CHRAU	crw	leaf	628	25	la	1	l a	
VIETNAMESE	vie	leaf	628	25	la	1	l a	
RUC	scb	leaf	628	25	ula	1	u l a	
MON	mnw	leaf	628	25	sla	1	s l a	
NYAKUR	cbn	leaf	628	25	hla7	1	h l a 7	
KHMER	khm	leaf	628	25	s3l3k	4	s 3 l 3 k	
KUI_THAILAND	kdt	leaf	628	25	sla	1	s l a	
SEMAI	sea	leaf	628	25	sla7	1	s l a 7	
WA	wbm	leaf	628	25	hla7	1	h l a 7	
DEANG	pce	leaf	628	25	hla	1	h l a	
KHMU	kjg	leaf	628	25	la	1	l a	
KSINMUL	puo	leaf	628	25	b3w	2	b 3 w	
KHASI	kha	leaf	628	25	sla	1	s l a	
MUNDARI	unr	leaf	628	25	sakam	3	s a k a m	
JEH	jeh	root	670	26	riah	1	r i a h	
BAHNAR	bdq	root	670	26	r3h	1	r 3 h	
CHRAU	crw	root	670	26	diyieh	1	d i y i e h	
VIETNAMESE	vie	root	670	26	re	1	r e	
RUC	scb	root	670	26	liErih	1	l i E r i h	
MON	mnw	root	670	26	ruih	1	r u i h	
NYAKUR	cbn	root	670	26	rihrak	1	r i h r a k	
KHMER	khm	root	670	26	r3k	1	r 3 k	
KUI_THAILAND	kdt	root	670	26	rEh	1	r E h	
SEMAI	sea	root	670	26	r7~es	1	r7~ e s	
WA	wbm	root	670	26	riah	1	r i a h	
DEANG	pce	root	670	26	riaih	1	r i a i h	
KHMU	kjg	root	670	26	rias	1	r i a s	
KSINMUL	puo	root	670	26	geh	1	g e h	
KHASI	kha	root	670	26	tinrai	1	t i n r a i	
MUNDARI	unr	root	670	26	red	1	r e d	
JEH	jeh	bark	1204	27	k3duh	1	k 3 d u h	
BAHNAR	bdq	bark	1204	27	hmok	2	h m o k	
CHRAU	crw	bark	1204	27	mo7	2	m o 7	
VIETNAMESE	vie	bark	1204	27	vo kay	3	v o _ k a y	
RUC	scb	bark	1204	27	k3duh	1	k 3 d u h	
MON	mnw	bark	1204	27	sakow	4	s a k o w	
NYAKUR	cbn	bark	1204	27	Nku3r	4	N k u 3 r	
KHMER	khm	bark	1204	27	s3mbak	2	s 3 m b a k	
KUI_THAILAND	kdt	bark	1204	27	mph~ua7	2	m ph~ u a 7	
SEMAI	sea	bark	1204	27	Ckop	5	C k o p	
WA	wbm	bark	1204	27	hlo7	6	h l o 7	
DEANG	pce	bark	1204	27	go7	10	g o 7	
KHMU	kjg	bark	1204	27	h3mpok	2	h 3 m p o k	
KSINMUL	puo	bark	1204	27	b3N	7	b 3 N	
KHASI	kha	bark	1204	27	snep	8	s n e p	
MUNDARI	unr	bark	1204	27	harta	9	h a r t a	
JEH	jeh	skin	763	28	pal	1	p a l	
BAHNAR	bdq	skin	763	28	3kar	2	3 k a r	
CHRAU	crw	skin	763	28	nto	3	n t o	
VIETNAMESE	vie	skin	763	28	Za	4	Z a	
MON	mnw	skin	763	28	snam	5	s n a m	
NYAKUR	cbn	skin	763	28	hnam	5	h n a m	
KHMER	khm	skin	763	28	s3pEk	6	s 3 p E k	
SEMAI	sea	skin	763	28	gt37	3	g t 3 7	
WA	wbm	skin	763	28	hak	7	h a k	
DEANG	pce	skin	763	28	hur	8	h u r	
KHMU	kjg	skin	763	28	h3mpur	8	h 3 m p u r	
KSINMUL	puo	skin	763	28	b3N	9	b 3 N	
KHASI	kha	skin	763	28	kh~oh	10	kh~ o h	
MUNDARI	unr	skin	763	28	ur	8	u r	
JEH	jeh	meat	634	29	sinek	1	s i n e k	
BAHNAR	bdq	meat	634	29	5em	2	5 e m	
CHRAU	crw	meat	634	29	goN	3	g o N	
VIETNAMESE	vie	meat	634	29	8it	1	8 i t	
RUC	scb	meat	634	29	sit	1	s i t	
MON	mnw	meat	634	29	Cun	4	C u n	
NYAKUR	cbn	meat	634	29	hw~a7	5	hw~ a 7	
KHMER	khm	meat	634	29	saC	1	s a C	
KUI_THAILAND	kdt	meat	634	29	saC	1	s a C	
SEMAI	sea	meat	634	29	sEC	1	s E C	
WA	wbm	meat	634	29	ne7	6	n e 7	
DEANG	pce	meat	634	29	yoN	7	y o N	
KHMU	kjg	meat	634	29	ah	8	a h	
KSINMUL	puo	meat	634	29	ksoN	9	k s o N	
KHASI	kha	meat	634	29	doh	10	d o h	
MUNDARI	unr	meat	634	29	Zilu	11	Z i l u	
JEH	jeh	blood	946	30	ph~am	1	ph~ a m	
BAHNAR	bdq	blood	946	30	ph~am	1	ph~ a m	
CHRAU	crw	blood	946	30	n7ham	1	n 7 h a m	
VIETNAMESE	vie	blood	946	30	mau	2	m a u	
RUC	scb	blood	946	30	asam	1	a s a m	
MON	mnw	blood	946	30	Ch~im	1	Ch~ i m	
NYAKUR	cbn	blood	946	30	Ch~im	1	Ch~ i m	
KHMER	khm	blood	946	30	Zh~am	1	Zh~ a m	
KUI_THAILAND	kdt	blood	946	30	3ham	1	3 h a m	
SEMAI	sea	blood	946	30	bh~ipm~	1	bh~ i pm~	
WA	wbm	blood	946	30	nh~am	1	nh~ a m	
DEANG	pce	blood	946	30	nh~am	1	nh~ a m	
KHMU	kjg	blood	946	30	mam	1	m a m	
KSINMUL	puo	blood	946	30	mi3m	1	m i 3 m	
KHASI	kha	blood	946	30	snam	1	s n a m	
MUNDARI	unr	blood	946	30	mayam	1	m a y a m	
JEH	jeh	bone	1394	31	k3siaN	1	k 3 s i a N	
BAHNAR	bdq	bone	1394	31	k3tiN	1	k 3 t i N	
CHRAU	crw	bone	1394	31	ntiN	1	n t i N	
VIETNAMESE	vie	bone	1394	31	SuoN	1	S u o N	
RUC	scb	bone	1394	31	saN	1	s a N	
MON	mnw	bone	1394	31	Zut	2	Z u t	
NYAKUR	cbn	bone	1394	31	Ch~3lut	2	Ch~ 3 l u t	
KHMER	khm	bone	1394	31	Ch7$3N	1	Ch7$ 3 N	
KUI_THAILAND	kdt	bone	1394	31	Nh~aN	1	Nh~ a N	
SEMAI	sea	bone	1394	31	Z7~akN~	1	Z7~ a kN~	
WA	wbm	bone	1394	31	sisaN	1	s i s a N	
DEANG	pce	bone	1394	31	"k""7~aN"	1	"k""7~ a N"	
KHMU	kjg	bone	1394	31	C37aN	1	C 3 7 a N	
KSINMUL	puo	bone	1394	31	laN	1	l a N	
KHASI	kha	bone	1394	31	"sh""~ieN"	1	"s h""~ i e N"	
MUNDARI	unr	bone	1394	31	ZaN	1	Z a N	
JEH	jeh	fat	1282	32	p3dreN	1	p 3 d r e N	
RUC	scb	fat	1282	32	kluN	3	k l u N	
MON	mnw	fat	1282	32	kleN	3	k l e N	
NYAKUR	cbn	fat	1282	32	k3li5	3	k 3 l i 5	
KHMER	khm	fat	1282	32	kh~la5	3	kh~ l a 5	
KUI_THAILAND	kdt	fat	1282	32	5Ch~EN	4	5 Ch~ E N	
SEMAI	sea	fat	1282	32	l7~us	5	l7~ u s	
WA	wbm	fat	1282	32	b3	6	b 3	
MUNDARI	unr	fat	1282	32	itil	7	i t i l	
JEH	jeh	egg	744	33	t3tap	1	t 3 t a p	
CHRAU	crw	egg	744	33	Cap	1	C a p	
VIETNAMESE	vie	egg	744	33	CuN	2	C u N	
RUC	scb	egg	744	33	t3lul	8	t 3 l u l	
MON	mnw	egg	744	33	kh~amhay	3	kh~ a m h a y	
KHMER	khm	egg	744	33	boN	4	b o N	
KUI_THAILAND	kdt	egg	744	33	nth$rEl	8	nth$ r E l	
SEMAI	sea	egg	744	33	pNl3kN~	2	p N l 3 kN~	
WA	wbm	egg	744	33	tom	5	t o m	
DEANG	pce	egg	744	33	krau	6	k r a u	
KHMU	kjg	egg	744	33	k3toN	7	k 3 t o N	
KSINMUL	puo	egg	744	33	kloN	2	k l o N	
KHASI	kha	egg	744	33	pilleN	2	p i ll e N	
MUNDARI	unr	egg	744	33	Zarom	9	Z a r o m	
JEH	jeh	horn	1393	34	t3koy	1	t 3 k o y	
BAHNAR	bdq	horn	1393	34	ake	5	a k e	
RUC	scb	horn	1393	34	kr3N	2	k r 3 N	
MON	mnw	horn	1393	34	draN	2	d r a N	
NYAKUR	cbn	horn	1393	34	th~raN	2	th~ r a N	
KHMER	khm	horn	1393	34	s3nEN	3	s 3 n E N	
KUI_THAILAND	kdt	horn	1393	34	t3kai	1	t 3 k a i	
WA	wbm	horn	1393	34	ruN	2	r u N	
DEANG	pce	horn	1393	34	nuN	6	n u N	
KHMU	kjg	horn	1393	34	Centr~3N	2	C e n tr~ 3 N	
KSINMUL	puo	horn	1393	34	C3lgan	4	C 3 l g a n	
KHASI	kha	horn	1393	34	reN	2	r e N	
MUNDARI	unr	horn	1393	34	diriN	2	d i r i N	
JEH	jeh	tail	1220	35	teN	1	t e N	
BAHNAR	bdq	tail	1220	35	kieN	1	k i e N	
CHRAU	crw	tail	1220	35	tieN	1	t i e N	
VIETNAMESE	vie	tail	1220	35	Zuoi	2	Z u o i	
RUC	scb	tail	1220	35	tuoy	2	t u o y	
MON	mnw	tail	1220	35	bata	3	b a t a	
NYAKUR	cbn	tail	1220	35	p3ta7	3	p 3 t a 7	
KHMER	khm	tail	1220	35	k3nd~uy	2	k 3 nd~ u y	
KUI_THAILAND	kdt	tail	1220	35	sal	4	s a l	
SEMAI	sea	tail	1220	35	snta7	3	s n t a 7	
WA	wbm	tail	1220	35	sida7	3	s i d a 7	
DEANG	pce	tail	1220	35	sta	3	s t a	
KHMU	kjg	tail	1220	35	h3nta	3	h 3 n t a	
KSINMUL	puo	tail	1220	35	h3lta	3	h 3 l t a	
